CNN,ST_NAME,the_geom,ST_TYPE,CNNTEXT
26518000,HOLLIS,POINT (-122.43023750072227 37.783595357532235),ST,26518000
25216000,PETER YORKE,POINT (-122.42321387189538 37.78640231957549),WAY,25216000
24294000,JESSIE,POINT (-122.4092454428639 37.781398134354184),ST,24294000
26756000,NORTH POINT,POINT (-122.43352470523615 37.80403345530512),ST,26756000
25197000,GEARY,POINT (-122.42139330776838 37.785685802403705),BLVD,25197000
22493000,ORIZABA,POINT (-122.46258065823237 37.71252303391956),AVE,22493000
23102000,TAPIA,POINT (-122.48066940615013 37.72097222400007),DR,23102000
21937000,SUSSEX,POINT (-122.4325354284946 37.735853647786385),ST,21937000
23955000,25TH,POINT (-122.4089778469344 37.75120079637172),ST,23955000
21058000,JARBOE,POINT (-122.41087894150517 37.73815553859154),AVE,21058000
54102000,CAMPUS,POINT (-122.39255057797271 37.767677793119),WAY,54102000
20384000,BRITTON,POINT (-122.41202024306811 37.71380932243829),ST,20384000
27824000,34TH,POINT (-122.49383247946663 37.7721296619679),AVE,27824000
25485000,MASON,POINT (-122.41397500769021 37.80748251288475),ST,25485000
33404000,SANTA ROSA,POINT (-122.44118854044136 37.72939392941118),AVE,33404000
24462000,MCALLISTER,POINT (-122.41859850918621 37.78026013298776),ST,24462000
50238000,PAGODA,POINT (-122.40733358302614 37.79345861953751),PL,50238000
25767000,23RD,POINT (-122.4374935880379 37.75269700229204),ST,25767000
20302000,BRUSSELS,POINT (-122.40060472566682 37.715114506848884),ST,20302000
51338000,ARMISTEAD,POINT (-122.4699944697494 37.80470129801437),RD,51338000
22639000,MONTECITO,POINT (-122.45650411667647 37.72971764562939),AVE,22639000
24680000,BUSH,POINT (-122.40112990458887 37.79112799317401),ST,24680000
22271000,STILLINGS,POINT (-122.44119682118277 37.73441541882013),AVE,22271000
21046000,FOLSOM,POINT (-122.41368901880367 37.73473161530038),ST,21046000
20575000,WHEAT,POINT (-122.40007300133762 37.72344678141528),ST,20575000
23183000,TARAVAL,POINT (-122.47564446795691 37.74305181261329),ST,23183000
25000000,POWELL,POINT (-122.40891978200358 37.790812879028415),ST,25000000
25966000,WEBSTER,POINT (-122.43023323641778 37.779782794204344),ST,25966000
22727000,MONTICELLO,POINT (-122.4707520037276 37.71964622276825),ST,22727000
50835000,TOCOLOMA,POINT (-122.39890636036687 37.70954289638971),AVE,50835000
33485000,TAPIA,POINT (-122.48230562056463 37.72178468658929),DR,33485000
54091000,CAMPUS,POINT (-122.38928673543721 37.767874419777264),WAY,54091000
26019000,ALPINE,POINT (-122.4378024489861 37.77021376020117),TER,26019000
24012000,BRYANT,POINT (-122.40999715779613 37.76048526410475),ST,24012000
26701000,POLK,POINT (-122.42346605310334 37.80435492477317),ST,26701000
23680000,MARIPOSA,POINT (-122.39664451528436 37.76385061922383),ST,23680000
33065000,CESAR CHAVEZ,POINT (-122.39141836792729 37.75014060624166),ST,33065000
25411000,VALLEJO,POINT (-122.41045615789179 37.79837270364086),ST,25411000
32989000,BAXTER,POINT (-122.45970712595302 37.73550437622618),ALY,32989000
23087000,22ND,POINT (-122.47784737811783 37.73261090197129),AVE,23087000
32910000,OAKHURST,POINT (-122.45989897146673 37.75732042176704),LN,32910000
23473000,QUINTARA,POINT (-122.49965413804001 37.74760467845642),ST,23473000
33563000,YORBA,POINT (-122.4940148770026 37.735023413494346),ST,33563000
24494000,HARRISON,POINT (-122.3929366851688 37.786067532347765),ST,24494000
23891000,BRANNAN,POINT (-122.40151810742442 37.77438465584148),ST,23891000
26954000,WALNUT,POINT (-122.44901156407175 37.78972678641707),ST,26954000
25473000,MASON,POINT (-122.41360416883249 37.805618479887535),ST,25473000
23135000,GELLERT,POINT (-122.4865158369895 37.72980181862445),DR,23135000
21183000,ELLSWORTH,POINT (-122.41482888039602 37.735965166951694),ST,21183000
21899000,CHURCH,POINT (-122.4268911889225 37.74609876792783),ST,21899000
24655000,GRANT,POINT (-122.4050413988649 37.78776549565189),AVE,24655000
23604000,HARRISON,POINT (-122.38848118731593 37.78957191881665),ST,23604000
25629000,21ST,POINT (-122.42444265954231 37.756701819536595),ST,25629000
32892000,SLOAT,POINT (-122.4924180500372 37.73387897748129),BLVD,32892000
54013000,INCA,POINT (-122.42913073259261 37.7836557600663),LN,54013000
34014000,GREEN,POINT (-122.39913024252164 37.80089647712546),ST,34014000
33611000,DETROIT,POINT (-122.44429996535732 37.73151830384144),ST,33611000
21950000,DIGBY,POINT (-122.43124187605487 37.73835694619443),ST,21950000
21494000,GUTTENBERG,POINT (-122.44333536954466 37.71055458076985),ST,21494000
22079000,OCEAN,POINT (-122.44327377929044 37.72308504845197),AVE,22079000
21223000,POWHATTAN,POINT (-122.41630588097905 37.741637313196264),AVE,21223000
35022000,MARY TERESA,POINT (-122.39826589516905 37.71369335022513),ST,35022000
51494000,LUPINE,POINT (-122.44792726128098 37.78375220190537),AVE,51494000
27976000,FULTON,POINT (-122.50882317067843 37.77144551686148),ST,27976000
25657000,SEVERN,POINT (-122.42702333214284 37.753326112412424),ST,25657000
50077000,I-80 W ON,POINT (-122.40636853439533 37.775456813502),RAMP,50077000
27882000,CABRILLO,POINT (-122.50360858539798 37.773554325480106),ST,27882000
22904000,SAN ANSELMO,POINT (-122.4648971450603 37.73359863687196),AVE,22904000
25119000,JONES,POINT (-122.41464763161171 37.79410980671243),ST,25119000
22346000,BURNETT,POINT (-122.44502166447535 37.74836927254979),AVE,22346000
22123000,SANTA ROSA,POINT (-122.43909672413704 37.728404171333985),AVE,22123000
33475000,JUNIPERO SERRA  BLVD ON,POINT (-122.47255070982472 37.712784122606365),RAMP,33475000
27393000,ORTEGA,POINT (-122.48384415573517 37.75204546249599),ST,27393000
30722000,PHOENIX,POINT (-122.41427747551215 37.795968907814206),TER,30722000
21338000,MISSION,POINT (-122.42001912733437 37.745389020344184),ST,21338000
25655000,SANCHEZ,POINT (-122.42980777669908 37.75315847488086),ST,25655000
27913000,GEARY,POINT (-122.5018872140585 37.77951433536622),BLVD,27913000
25536000,LEAVENWORTH,POINT (-122.41853063159049 37.804999043551604),ST,25536000
51342000,PARK,POINT (-122.46717858151598 37.79959774210943),BLVD,51342000
27533000,BALBOA,POINT (-122.48231844919675 37.77639988677777),ST,27533000
50256000,LEROY,POINT (-122.41502643778925 37.79179772118346),PL,50256000
22210000,LAKEVIEW,POINT (-122.45511125995793 37.718236973657916),AVE,22210000
30722000,PACIFIC,POINT (-122.41427747551215 37.795968907814206),AVE,30722000
21447000,POPE,POINT (-122.43963075702668 37.70954046332145),ST,21447000
26627000,BUSH,POINT (-122.4383938841842 37.786391675523234),ST,26627000
21089000,OAKDALE,POINT (-122.40638818101064 37.74363973315596),AVE,21089000
27353000,16TH,POINT (-122.47365232664028 37.75997529895674),AVE,27353000
25894000,HERMANN,POINT (-122.43007361982988 37.77024306564569),ST,25894000
32840000,LAWTON,POINT (-122.46534392429527 37.75846980883779),ST,32840000
23318000,OCEAN,POINT (-122.4951438626928 37.7318472148448),AVE,23318000
33307000,CARVER,POINT (-122.40998914218288 37.742771971327095),ST,33307000
24761000,OSGOOD,POINT (-122.40288650098793 37.79739648176973),PL,24761000
24190000,DIVISION,POINT (-122.40800720355621 37.76924401018169),ST,24190000
51492000,EAST FORT MILEY,POINT (-122.50262531690119 37.781567554003),RD,51492000
54193000,MASON,POINT (-122.46941910315786 37.80641902320498),ST,54193000
24229000,11TH,POINT (-122.41247993516302 37.77062985400365),ST,24229000
21693000,CRAUT,POINT (-122.42826844796566 37.72928367189944),ST,21693000
26014000,ALPINE,POINT (-122.43729899393013 37.76722193011427),TER,26014000
24292000,MINNA,POINT (-122.40928340328307 37.77965775221255),ST,24292000
23250000,VICENTE,POINT (-122.48507449411599 37.73889987050089),ST,23250000
52162000,I-280 S ON,POINT (-122.39254779421904 37.76091148370775),RAMP,52162000
50039000,KAPLAN,POINT (-122.39927287753287 37.78515191672788),LN,50039000
20517000,BANCROFT,POINT (-122.3939025072877 37.726237394842265),AVE,20517000
27575000,ARGUELLO,POINT (-122.45938761533324 37.788405218182085),BLVD,27575000
25803000,NOE,POINT (-122.43294913717651 37.76261819985562),ST,25803000
20325000,HOLYOKE,POINT (-122.40350661559923 37.714357234831006),ST,20325000
26680000,PIERCE,POINT (-122.43859144765662 37.79574121165619),ST,26680000
33479000,FONT,POINT (-122.47299095798483 37.715011389315045),BLVD,33479000
22516000,RALSTON,POINT (-122.46702750649426 37.71149496984309),ST,22516000
26034000,HAIGHT,POINT (-122.43870912489453 37.77105649504412),ST,26034000
27649000,LAKE,POINT (-122.48300474810156 37.785834605887814),ST,27649000
25712000,CHURCH,POINT (-122.42835406494719 37.76128957318433),ST,25712000
20569000,SALINAS,POINT (-122.39992501727309 37.72151727195414),AVE,20569000
26976000,BRODERICK,POINT (-122.4443186192341 37.798790245545085),ST,26976000
51433000,WALLEN,POINT (-122.4564610140899 37.794238818382226),ST,51433000
23046000,JOSEPHA,POINT (-122.47772214529999 37.71741100500319),AVE,23046000
22161000,EDNA,POINT (-122.44657347617441 37.73069925040161),ST,22161000
25046000,CLAY,POINT (-122.40919145094713 37.79389640937646),ST,25046000
50565000,WAWONA,POINT (-122.4828268879299 37.73746868672643),ST,50565000
25811000,19TH,POINT (-122.43485368095365 37.75928917091022),ST,25811000
51190000,LIGGETT,POINT (-122.45029798291314 37.79363838932104),AVE,51190000
26487000,ANZA,POINT (-122.45481822963504 37.780116944592166),ST,26487000
22973000,DORANTES,POINT (-122.46357211324423 37.74591184720205),AVE,22973000
21092000,MAYFLOWER,POINT (-122.40742355820733 37.74232745624141),ST,21092000
22817000,SAN FELIPE,POINT (-122.4634743885982 37.73259478328651),AVE,22817000
26605000,CALIFORNIA,POINT (-122.43219667989747 37.789115230993204),ST,26605000
32913000,GLENHAVEN,POINT (-122.45652251160205 37.75546244362389),LN,32913000
33315000,STONEYBROOK,POINT (-122.42173050140438 37.731352098078005),AVE,33315000
22882000,DEWEY,POINT (-122.46368599568817 37.743749409863035),BLVD,22882000
26964000,CHESTNUT,POINT (-122.4395041717704 37.80040342994529),ST,26964000
32928000,TWIN PEAKS,POINT (-122.44753609516843 37.75248195448526),BLVD,32928000
24904000,POWELL,POINT (-122.4080362362706 37.786409613741725),ST,24904000
25014000,POWELL,POINT (-122.40954104857238 37.79385192878324),ST,25014000
22472000,FARALLONES,POINT (-122.45606142498283 37.71407676056609),ST,22472000
50247000,EWER,POINT (-122.4116805093843 37.793098254579725),PL,50247000
33719000,20TH,POINT (-122.47603947235092 37.72694991386801),AVE,33719000
27678000,33RD,POINT (-122.49134484554358 37.751710224965215),AVE,27678000
22115000,SAN JOSE,POINT (-122.44238719040504 37.72579268499229),AVE,22115000
27759000,LAWTON,POINT (-122.49709088506776 37.7570697390298),ST,27759000
22739000,MONTICELLO,POINT (-122.47077902814574 37.721637300931896),ST,22739000
23342000,CRESTLAKE,POINT (-122.49133489925764 37.737293023139145),DR,23342000
52186000,UNNAMED 087,POINT (-122.45233644373398 37.72354844509674),,52186000
21493000,LOWELL,POINT (-122.44483941246236 37.70858376871463),ST,21493000
21266000,ELLSWORTH,POINT (-122.41437215966634 37.74245670673695),ST,21266000
21296000,26TH,POINT (-122.41595464233595 37.749172182980914),ST,21296000
27601000,LAKE,POINT (-122.46683033510637 37.786568135695056),ST,27601000
33144000,OSCEOLA,POINT (-122.38380325201395 37.732434023608654),LN,33144000
23031000,HOLLOWAY,POINT (-122.47454732742793 37.7211969223162),AVE,23031000
25325000,GRANT,POINT (-122.40720639396807 37.79877630946927),AVE,25325000
23974000,ALABAMA,POINT (-122.41081071239117 37.75109168838395),ST,23974000
27676000,31ST,POINT (-122.4893237105833 37.753674193260466),AVE,27676000
21566000,MODOC,POINT (-122.4487424499494 37.71477270735318),AVE,21566000
33508000,CLEARFIELD,POINT (-122.4905467849478 37.72965201597084),DR,33508000
27632000,18TH,POINT (-122.47750934892605 37.78422249149946),AVE,27632000
21119000,PERALTA,POINT (-122.40687920442386 37.74750171177958),AVE,21119000
21751000,ONONDAGA,POINT (-122.43746113996744 37.721163548407944),AVE,21751000
25434000,TAYLOR,POINT (-122.41402750574728 37.79936653449362),ST,25434000
26486000,STANYAN,POINT (-122.45521694185555 37.777599278985164),ST,26486000
32991000,AVOCA,POINT (-122.45003103703156 37.73783519930325),ALY,32991000
23027000,19TH,POINT (-122.47494692275482 37.72308573212715),AVE,23027000
51283000,WASHINGTON,POINT (-122.46332052468942 37.79473182011812),BLVD,51283000
27582000,CORNWALL,POINT (-122.46133639506418 37.78495687965053),ST,27582000
25845000,14TH,POINT (-122.42553611174414 37.7679387098169),ST,25845000
54083000,LE CONTE,POINT (-122.39497458631894 37.71787732086808),CIR,54083000
27356000,17TH,POINT (-122.47485493190595 37.7617941443967),AVE,27356000
27238000,CABRILLO,POINT (-122.46173342807907 37.775467399964434),ST,27238000
23791000,07TH,POINT (-122.39817921777194 37.76904137831926),ST,23791000
23821000,TOWNSEND,POINT (-122.39498148051037 37.77708933290916),ST,23821000
33597000,FAXON,POINT (-122.45919314454655 37.73060295426545),AVE,33597000
33412000,MERCEDES,POINT (-122.47170263722097 37.72680820079991),WAY,33412000
52131000,I-280 SOUTHBOUND,POINT (-122.4459527111422 37.726364671451954),,52131000
30750000,MARKET,POINT (-122.42069877367197 37.77400780548862),ST,30750000
22401000,LANSDALE,POINT (-122.4542761884057 37.736419132772205),AVE,22401000
20392000,LOEHR,POINT (-122.41296013633325 37.71406318461295),ST,20392000
27076000,06TH,POINT (-122.46279189996424 37.75973578384639),AVE,27076000
27360000,IRVING,POINT (-122.47498519383275 37.76365579086928),ST,27360000
54348000,SUMMIT,POINT (-122.47449107666293 37.71371883211221),WAY,54348000
20118000,HAWES,POINT (-122.38156441505299 37.7286780128032),ST,20118000
27439000,28TH,POINT (-122.4869024209356 37.765018909492426),AVE,27439000
34151000,SOUTH GATE,POINT (-122.36366618837411 37.81171442393182),RD,34151000
21364000,LAPHAM,POINT (-122.42820983408855 37.709022735371974),WAY,21364000
24597000,02ND,POINT (-122.39979802405747 37.78800716037831),ST,24597000
25798000,PROSPER,POINT (-122.43170028736199 37.76432401224559),ST,25798000
22213000,NIAGARA,POINT (-122.45212279835265 37.721299295362584),AVE,22213000
21729000,LISBON,POINT (-122.43595885469594 37.71889024760797),ST,21729000
23459000,TARAVAL,POINT (-122.50140363046424 37.741910283650846),ST,23459000
25577000,HYDE,POINT (-122.42017812609882 37.80479030762763),ST,25577000
51724000,ERIE,POINT (-122.41912761319504 37.769107229491205),ST,51724000
33706000,FORT FUNSTON,POINT (-122.50037651825347 37.713969374902355),RD,33706000
22826000,MIRALOMA,POINT (-122.46001470436559 37.739281896804144),DR,22826000
26626000,PIERCE,POINT (-122.4365572968234 37.785667784060536),ST,26626000
26542000,GOUGH,POINT (-122.42580214420946 37.79087442795648),ST,26542000
23158000,18TH,POINT (-122.47436458533294 37.739371372159944),AVE,23158000
51051000,CASTRO,POINT (-122.43349805752008 37.74521201875726),ST,51051000
30763000,MARINA GREEN,POINT (-122.4361001078366 37.806498898533825),DR,30763000
35027000,HUDSON,POINT (-122.36954092247568 37.72947402532911),AVE,35027000
20498000,03RD,POINT (-122.39152135051174 37.73243190812298),ST,20498000
25315000,BROADWAY,POINT (-122.42176816690231 37.795945402874935),,25315000
22244000,GENNESSEE,POINT (-122.45114081105149 37.730681109560315),ST,22244000
26773000,ALHAMBRA,POINT (-122.4380002012912 37.802557282814384),ST,26773000
22667000,URBANO,POINT (-122.46317568093498 37.724263930794315),DR,22667000
27556000,CLEMENT,POINT (-122.4859453278582 37.78197462041579),ST,27556000
26755000,LAGUNA,POINT (-122.43149769907076 37.80237629619239),ST,26755000
51934000,CARROLL,POINT (-122.37090899965416 37.71223905347723),AVE,51934000
27462000,FULTON,POINT (-122.4766942059277 37.772912858434246),ST,27462000
22741000,LUNADO,POINT (-122.47130403669895 37.723720070796),WAY,22741000
26127000,COPPER,POINT (-122.44351311541972 37.757015898652334),ALY,26127000
27423000,LINCOLN,POINT (-122.4826145561882 37.765209826382815),WAY,27423000
23741000,19TH,POINT (-122.40026659790031 37.76106795395082),ST,23741000
25734000,CLIPPER,POINT (-122.4316395792524 37.74902821434068),ST,25734000
23011000,JUNIPERO SERRA,POINT (-122.4723433461401 37.719635576463126),BLVD,23011000
20651000,SAN BRUNO,POINT (-122.40508587472796 37.73123692551925),AVE,20651000
54098000,NELSON RISING,POINT (-122.39413984399097 37.76947558527722),LN,54098000
54217000,SANDPIPER COVE,POINT (-122.39309473141299 37.71178668324414),WAY,54217000
51843000,EARL,POINT (-122.36918793355734 37.7329924223841),ST,51843000
51007000,DRAKE,POINT (-122.43500023134791 37.708311178445015),ST,51007000
32964000,KNOLLVIEW,POINT (-122.45106710807528 37.75124939611782),WAY,32964000
23313000,SUNSET,POINT (-122.49371880332629 37.731909879496214),BLVD,23313000
20428000,GENEVA,POINT (-122.42226516186096 37.70892735731824),AVE,20428000
27249000,GEARY,POINT (-122.46321068004568 37.78107016455291),BLVD,27249000
26375000,GOLDEN GATE,POINT (-122.4435069202257 37.778089213444794),AVE,26375000
22097000,DELANO,POINT (-122.44548470403679 37.71951220620095),AVE,22097000
21166000,NORWICH,POINT (-122.41145159515504 37.74523882974135),ST,21166000
21922000,26TH,POINT (-122.42934649916646 37.74836226336858),ST,21922000
21990000,GOLD MINE,POINT (-122.43583957628694 37.74015348134007),DR,21990000
25677000,GUERRERO,POINT (-122.42380067089667 37.761565673141476),ST,25677000
25071000,PINE,POINT (-122.41099802363385 37.79083323475753),ST,25071000
23371000,WAWONA,POINT (-122.49565879333868 37.73655814232989),ST,23371000
24921000,ANSON,POINT (-122.4087233863708 37.78985293507926),PL,24921000
21206000,ANDOVER,POINT (-122.41661255704372 37.73724794843347),ST,21206000
20189000,HUDSON,POINT (-122.38313398424661 37.73497690332058),AVE,20189000
24295000,06TH,POINT (-122.40969326203644 37.78175432761553),ST,24295000
20765000,CHARTER OAK,POINT (-122.40434481246012 37.733143730399675),AVE,20765000
33708000,BROTHERHOOD,POINT (-122.4754750979429 37.71415697366673),WAY,33708000
24575000,CLAY,POINT (-122.39677157281744 37.795466114888306),ST,24575000
26670000,FILLMORE,POINT (-122.43491932664874 37.794266033246764),ST,26670000
30727000,DRUMM,POINT (-122.39630200432912 37.79325634991907),ST,30727000
32871000,CASCADE,POINT (-122.4700188194561 37.75469239427739),WALK,32871000
27537000,GEARY,POINT (-122.48045062820822 37.78028023819461),BLVD,27537000
30769000,PRATT,POINT (-122.40808883888818 37.79217920701367),PL,30769000
33146000,ARELIOUS WALKER,POINT (-122.38345282674919 37.7203030560267),DR,33146000
25449000,LOMBARD,POINT (-122.41034728857177 37.80316273097926),ST,25449000
