LENGTH,the_geom,STREET,ST_TYPE,COMMENTS,BIKE_FAC,PBIKE_FAC,EditDate,Editor,Shape_len
199.48695906333,"MULTILINESTRING ((-71.11918233450659 42.38682074404996, -71.11918232921826 42.386821622133034, -71.1191732452924 42.386934757272954, -71.11916400052777 42.38707459162016, -71.11917645286428 42.387201161627, -71.1191934810721 42.38736695944591))",Massachusetts Ave,,,0,1,,,199.486959057
42.31087920921,"MULTILINESTRING ((-71.1192521825576 42.386199938558875, -71.11924067687053 42.38631572744814))",Massachusetts Ave,,,0,1,,,42.3108792156
95.70412866663,"MULTILINESTRING ((-71.11924067687053 42.38631572744814, -71.11924067158309 42.386316605531285, -71.11921385549648 42.38657758707568))",Massachusetts Ave,,,0,1,,,95.7041286588
185.65575266961,"MULTILINESTRING ((-71.11939357908604 42.38487192220177, -71.11933644471512 42.3853796047812))",Massachusetts Ave,,,0,1,,,185.655752671
244.9207883928,"MULTILINESTRING ((-71.11951429098853 42.38378797644495, -71.11946479973983 42.38422529919726, -71.11943934164553 42.38445774712307))",Massachusetts Ave,,,0,1,,,244.920788391
127.67694388593,"MULTILINESTRING ((-71.11968227476123 42.38223462185293, -71.11964293976064 42.38258375665595))",Massachusetts Ave,,,0,1,,,127.676943886
279.05298566892,"MULTILINESTRING ((-71.11964293976064 42.38258375665595, -71.1196428968479 42.38259089108784, -71.1195741606334 42.383225064587734, -71.11956139717877 42.383347078456666))",Massachusetts Ave,,,0,1,,,279.052985658
317.59196025996,"MULTILINESTRING ((-71.11992771969909 42.37999100509558, -71.11991126047973 42.380130815883554, -71.11982874877883 42.38085939518242))",Massachusetts Ave,,,0,1,,,317.591960262
313.86328858348,"MULTILINESTRING ((-71.11982874877883 42.38085939518242, -71.11982226545695 42.38094046096337, -71.1197382727603 42.38171801677719))",Massachusetts Ave,,,0,1,,,313.863288593
18.56582956927,"MULTILINESTRING ((-71.11939869658497 42.38482114647963, -71.11939607614855 42.38485678322107, -71.11939483803131 42.3848656973379, -71.11939357908604 42.38487192220177))",Massachusetts Ave,,,0,1,,,18.565829564
132.88880293286,"MULTILINESTRING ((-71.11943934164553 42.38445774712307, -71.11943933091128 42.38445953073026, -71.11939869658497 42.38482114647963))",Massachusetts Ave,,,0,1,,,132.888802929
240.38100840142,"MULTILINESTRING ((-71.10294578262035 42.36233004180127, -71.10343344015372 42.36177840759651))",Brookline St,,,1,0,,,240.381008401
262.6014893543,"MULTILINESTRING ((-71.1013901439192 42.36401402721042, -71.1014820610804 42.36391363795387, -71.10185954154532 42.363498860233115, -71.1019345407549 42.363417154119084))",Brookline St,,,6,0,,,262.601489352
241.53678807246,"MULTILINESTRING ((-71.1019345407549 42.363417154119084, -71.1019950455117 42.36335142323406, -71.10237370897792 42.36293574234354, -71.10243540805456 42.36286823169883))",Brookline St,,,1,0,,,241.536788075
239.7823521586,"MULTILINESTRING ((-71.10243540805456 42.36286823169883, -71.10250195055426 42.3627954142415, -71.10294578262035 42.36233004180127))",Brookline St,,,1,0,,,239.782352156
61.41862071958,"MULTILINESTRING ((-71.10343344015372 42.36177840759651, -71.10349392146938 42.36171001406904, -71.10355927202559 42.36163806998651))",Brookline St,,,1,0,,,61.4186207243
181.95545616175,"MULTILINESTRING ((-71.10355927202559 42.36163806998651, -71.10363185065322 42.36155813805661, -71.10388944489578 42.36128725161334, -71.10394626925874 42.36122954717025))",Brookline St,,,1,0,,,181.955456168
59.49213260517,"MULTILINESTRING ((-71.10394626925874 42.36122954717025, -71.10399097391758 42.36118692086255, -71.10402726622804 42.36115230573613, -71.10408164637168 42.361100821877194))",Brookline St,,,1,0,,,59.4921326037
182.57467256008,"MULTILINESTRING ((-71.10408164637168 42.361100821877194, -71.10414205387426 42.3610440077773, -71.10443937433774 42.36076255489239, -71.10449859154824 42.360706642056556))",Brookline St,,,1,0,,,182.574672561
54.18012672475,"MULTILINESTRING ((-71.10449859154824 42.360706642056556, -71.10455538704515 42.36065338262338, -71.10455900396059 42.360648922204824, -71.1046218692063 42.36058945454039))",Brookline St,,,1,0,,,54.1801267225
175.87994493708,"MULTILINESTRING ((-71.1046218692063 42.36058945454039, -71.10468592963444 42.36052817985475, -71.10494575852603 42.36028317539562, -71.1050231048607 42.36020948801998))",Brookline St,,,1,0,,,175.87994494
114.31051423071,"MULTILINESTRING ((-71.1050231048607 42.36020948801998, -71.10508593240554 42.36014999252874, -71.10520436460332 42.36003813870452, -71.10528412641031 42.35996267578915))",Brookline St,,,1,0,,,114.310514228
203.41887111581,"MULTILINESTRING ((-71.10568538563693 42.3595835851198, -71.10606967432645 42.35921958224749, -71.10614943406914 42.359144118718156))",Brookline St,,,1,0,,,203.418871108
175.63264385683,"MULTILINESTRING ((-71.10528412641031 42.35996267578915, -71.10536511464603 42.35988631147874, -71.10568538563693 42.3595835851198))",Brookline St,,,1,0,,,175.63264386
240.90227077339,"MULTILINESTRING ((-71.10669688234549 42.35862565909327, -71.10675490069706 42.35857149719628, -71.10717059160885 42.3581773032915, -71.10724673776602 42.35810539395845))",Brookline St,,,1,0,,,240.902270776
340.45343942571,"MULTILINESTRING ((-71.10724673776602 42.35810539395845, -71.10732165719477 42.35803438593351, -71.10793190845402 42.35745642351874, -71.10802257580842 42.35736941582618))",Brookline St,,,1,0,,,340.453439419
339.77875136007,"MULTILINESTRING ((-71.10802257580842 42.35736941582618, -71.10810351481142 42.357293954945824, -71.1084382234079 42.35697966255688, -71.10872582001595 42.35670889472804, -71.10880195720797 42.35663786243031))",Brookline St,,,1,0,,,339.778751363
340.19979756565,"MULTILINESTRING ((-71.10880195720797 42.35663786243031, -71.10888052092903 42.35656329846518, -71.10957775374118 42.355902751654966))",Brookline St,,,1,0,,,340.199797574
239.98384329008,"MULTILINESTRING ((-71.10614943406914 42.359144118718156, -71.10622919362147 42.35906865513228, -71.10657602288752 42.35874195158358, -71.10663766339516 42.35868247861526, -71.10669688234549 42.35862565909327))",Brookline St,,,1,0,,,239.983843296
61.65761518292,"MULTILINESTRING ((-71.14116091296518 42.38417026768288, -71.1411534745012 42.38421568616286, -71.14114479283101 42.3842584115828, -71.14112151046584 42.3843367642751))",Lakeview Ave,Ave,,1,0,,,61.6576151838
241.35776168976,"MULTILINESTRING ((-71.11903963858191 42.38856571568492, -71.11923347833283 42.3887098169286, -71.11953597311275 42.38877231201076, -71.11969468786974 42.38896527783542))",Somerville Ave,Ave,,1,0,,,241.357761688
2590.07353865755,"MULTILINESTRING ((-71.10247899605199 42.36035996174725, -71.10254817136712 42.36029168106897, -71.10298035099322 42.35992917115411, -71.10306140027647 42.359861205561906, -71.10315547822078 42.35978656186497, -71.10330594254496 42.35965898714071, -71.10335159610258 42.35961244030254, -71.10356739573733 42.3594325687905, -71.10362188460186 42.35938717737334, -71.10371994754962 42.359308156412084, -71.10419408236187 42.35892608393948, -71.1042734018924 42.35886214533694, -71.10433342398363 42.35881334251473, -71.10443000229944 42.35873478233057, -71.10478278866655 42.358450692813555, -71.10487448928367 42.35837689019745, -71.10495351487968 42.35831240129609, -71.10535240887819 42.35793151989857, -71.10542346276246 42.35786365553275, -71.10549711541456 42.35779434567253, -71.1058612824053 42.35745165077653, -71.10595290975292 42.35736541633954, -71.10602328990693 42.35729859204261, -71.10663984453205 42.35671324893811, -71.10672991143187 42.356627721999786, -71.10681483803288 42.35654772046733, -71.1069406649596 42.356429112191, -71.10744072896455 42.35595793208282, -71.10750983770662 42.35589277641788, -71.10759956520691 42.35580790621301, -71.1081616677208 42.35527634520223, -71.1082141409086 42.355226746272024, -71.10827181071286 42.35514451040181, -71.10842399161018 42.35481982709976))",Sidney St,St,,1,0,,,2590.07353866
995.6145294846,"MULTILINESTRING ((-71.11027778837031 42.35517539159119, -71.10934446873001 42.35496460737311, -71.10842399161018 42.35481982709976, -71.10781187692223 42.35473042438392, -71.10757766199286 42.35472249076249, -71.10737564932215 42.35475387959953, -71.10715423082651 42.354818158263285, -71.10696990813784 42.3549021835029, -71.10676742947071 42.35500840090136))",Waverly St,St,,1,0,,,995.61452949
17.51418283241,"MULTILINESTRING ((-71.11032882756724 42.3550820186818, -71.11031651288468 42.35512920266012))",,,,1,0,,,17.5141828242
345.45945666015,"MULTILINESTRING ((-71.11031651288468 42.35512920266012, -71.11027778837031 42.35517539159119, -71.10970075479851 42.35574939065499, -71.10965053837838 42.35579312557379, -71.10956481512368 42.355895051731515))",,,,1,0,,,345.459456669
2840.49280860396,"MULTILINESTRING ((-71.09256733514025 42.35736380356771, -71.09284859984604 42.357714066997325, -71.09308944483779 42.35818824682139, -71.09347317585639 42.35889980070706, -71.09360907048821 42.3590847109673, -71.09379421927898 42.35930310822707, -71.09400029164938 42.359513017494784, -71.09412772203993 42.359627813298445, -71.0944169293575 42.359855961470444, -71.09457635041686 42.359967439469706, -71.09467807361882 42.36002934783341, -71.09488262637925 42.36015382676357, -71.09511583531697 42.36029294985719, -71.09578594350918 42.360692705254536, -71.09601252172249 42.360827851713864, -71.09619376398149 42.36093578188547, -71.09647541503779 42.3611035009563, -71.0965606367072 42.36115426363025, -71.09670630960979 42.36124110340456, -71.0968804394802 42.36134489141039, -71.09695320267025 42.36138825597665, -71.09711177684333 42.361482961077215, -71.09730982938213 42.3616012386588, -71.09744452650013 42.36168046538268, -71.09755570530847 42.36174586179807, -71.09796152528216 42.36198563215623, -71.09804885050528 42.36203763589957, -71.0990691812527 42.36264684372863, -71.09914382682638 42.36269142084393, -71.09946730128753 42.36288315174073, -71.09958002687321 42.36295036264769))",Massachusetts Ave,Ave,,1,0,,,2840.49280861
512.62543497535,"MULTILINESTRING ((-71.0826672048266 42.36207115527339, -71.08290973145246 42.362096073235115, -71.08311619623554 42.36212445472867, -71.08335020667826 42.362167177443624, -71.08355048835575 42.362218695833135, -71.08369793390978 42.362269995196435, -71.08382247404585 42.36233281896624, -71.08393497753028 42.36239738271184, -71.08409407967625 42.36250489514415, -71.0842064959043 42.362582821996156, -71.08432531121692 42.36266675396768))",Broadway,,,1,0,,,512.625434966
437.40580846227,"MULTILINESTRING ((-71.0826672048266 42.36207115527339, -71.08271783798895 42.362046367814564, -71.08276960209078 42.36202962460579, -71.08282853996161 42.36201916390887, -71.08290189634504 42.36201051168686, -71.0829968020837 42.36201085582918, -71.08311931177553 42.362016650917774, -71.08323698794892 42.36202599567158, -71.08337503555201 42.36204342682945, -71.08355267729951 42.36207167568536, -71.08424172018049 42.3621945515802))",Main St,St,,1,0,,,437.405808454
204.19242004096,"MULTILINESTRING ((-71.07892655161211 42.361784457128216, -71.07967771756074 42.361844556191954))",Main St,St,,1,0,,,204.192420036
119.80247951765,"MULTILINESTRING ((-71.07848569045912 42.36175018760521, -71.07892655161211 42.361784457128216))",Longfellow Bridge,,,1,0,,,119.802479524
704.46454215761,"MULTILINESTRING ((-71.08007463158485 42.36187191024014, -71.08252795578184 42.36205638066717, -71.0826672048266 42.36207115527339))",Main St,St,,1,0,,,704.464542156
393.62518569435,"MULTILINESTRING ((-71.09178127882971 42.3662948751295, -71.09164331578283 42.36618231712393, -71.09132737905365 42.36592459596522, -71.0910549122805 42.365697268258245, -71.09104306011426 42.36568753950958, -71.09103249153856 42.36565097820503, -71.09103874531166 42.36561088196705, -71.09105352184105 42.36555747979408, -71.09108028710638 42.365504120242285, -71.0911119663959 42.365434725274696))",Hampshire St,St,,1,0,,,393.62518569
289.73125493094,"MULTILINESTRING ((-71.0911119663959 42.365434725274696, -71.091156350942 42.365449152277556, -71.09117311540957 42.36545456282667, -71.09127385631302 42.365486093629364, -71.09188032728744 42.36571724077399, -71.09206926550202 42.36579194634252))",Broadway,,,1,0,,,289.731254927
516.95435856616,"MULTILINESTRING ((-71.0911119663959 42.365434725274696, -71.0907763969963 42.36530700222713, -71.08978782114941 42.36492493458142, -71.08941036337555 42.36478682268331))",Broadway,,,1,0,,,516.954358575
314.80639854241,"MULTILINESTRING ((-71.14087002867953 42.38333447887175, -71.14091248286987 42.383464899510685, -71.14115402060676 42.38411945358307, -71.14116091296518 42.38417026768288))",Lakeview Ave,Ave,,1,0,,,314.806398541
925.4982457551,"MULTILINESTRING ((-71.11992771969909 42.37999100509558, -71.11651057895475 42.37981496620633))",Everett St,St,,1,0,,,925.498245757
441.90861968603,"MULTILINESTRING ((-71.12153485177731 42.3797784517318, -71.12142300967764 42.3797958927522, -71.1202262848174 42.37997994460982, -71.11995192003428 42.37999188082287, -71.11992771969909 42.37999100509558))",Chauncy St,St,,1,0,,,441.908619677
700.85997014056,"MULTILINESTRING ((-71.12050250158252 42.38988514784593, -71.12003552679884 42.389423180534386, -71.11984590145705 42.389217764804854, -71.11978470204217 42.38913329242917, -71.11969468786974 42.38896527783542, -71.11949523186937 42.38847469341719, -71.11941413267517 42.388172660563576))",Massachusetts Ave,Ave,,1,0,,,700.859970137
380.89312336421,"MULTILINESTRING ((-71.075569813547 42.370387663760695, -71.0757664297048 42.37045345123333, -71.07601724246298 42.3704998179653, -71.07626572309995 42.37054082459976, -71.07693419289447 42.370636336918786))",Cambridge St,St,,1,0,,,380.893123366
643.54584619348,"MULTILINESTRING ((-71.07176869936052 42.370791581493904, -71.07166424602507 42.37076742883733, -71.07150795877368 42.37070875454945, -71.07130743339162 42.37061421468379, -71.07083686537344 42.37036831901755, -71.06978974795705 42.36981781374441))",North Point Blvd,Blvd,,1,0,,,643.545846196
107.74019628574,"MULTILINESTRING ((-71.07967771756074 42.361844556191954, -71.07976843106948 42.361852104623765, -71.08007463158485 42.36187191024014))",Main St,St,,1,0,,,107.740196293
706.53778380446,"MULTILINESTRING ((-71.14320936405797 42.39644035775342, -71.14316465130071 42.39626824920132, -71.1430860106164 42.39614504422025, -71.14299905711714 42.39600578811081, -71.14278752132843 42.39557299785206, -71.1425686336807 42.395164222243224, -71.14232411985003 42.394619974799554))",Alewife T Station Access Rd,,,1,0,,,706.537783805
588.12026821707,"MULTILINESTRING ((-71.1104640851174 42.35368861861377, -71.11052420918277 42.353393311622554, -71.11054422005343 42.35326775512506, -71.1106824738258 42.35208343641128))",BU Bridge,,,1,0,,,588.120268228
495.64603237157,"MULTILINESTRING ((-71.09398210159598 42.36173028316253, -71.09434605634384 42.36155515029664, -71.09541228716114 42.36109024398937, -71.09555324247674 42.36102924484291))",Albany St,,,0,6,,,495.646032377
144.1691558173,"MULTILINESTRING ((-71.09555324247674 42.36102924484291, -71.0956930189668 42.36096739071378, -71.09575928841733 42.360938207079776, -71.09601226360135 42.360827713602994))",Albany St,,,0,6,,,144.169155809
403.92644431044,"MULTILINESTRING ((-71.09601226360135 42.360827713602994, -71.09629418284135 42.36070395748429, -71.09723991935074 42.36029028232381, -71.09726645317107 42.3602779171005, -71.09730016501936 42.360265549564105))",Albany St,,,0,6,,,403.926444308
467.77493764613,"MULTILINESTRING ((-71.09363411115788 42.36297379777235, -71.0936469492446 42.36284731346617, -71.0937151021374 42.36233523391421, -71.09373266980089 42.36222125186794, -71.09374628534108 42.362158021399615, -71.09378539236931 42.36205481734745, -71.09386810159747 42.361897406962434, -71.09398210159598 42.36173028316253))",Portland St,,,0,6,,,467.774937648
898.56895821808,"MULTILINESTRING ((-71.09730016501936 42.360265549564105, -71.09830613023233 42.35982178182722, -71.09925188295762 42.35940721208236, -71.10002433882777 42.35903033941269, -71.10013400768703 42.358977238567945))",Albany St,,,0,6,,,898.568958214
722.62137707309,"MULTILINESTRING ((-71.09175716548543 42.36282994668555, -71.09368199957531 42.361878034995094, -71.09398210159598 42.36173028316253))",Albany St,,,0,6,,,722.621377068
978.6727718344,"MULTILINESTRING ((-71.07176869936052 42.370791581493904, -71.07229322934171 42.3708952286953, -71.07264681091975 42.37096857499839, -71.07292531342272 42.37103003402025, -71.07428071588942 42.37132639739758, -71.07496854700162 42.371476764605475, -71.07514373196715 42.37152156403282, -71.07523916925138 42.37155509241965))",,,,1,0,,,978.672771837
153.17038054183,"MULTILINESTRING ((-71.0760346277944 42.37077697933697, -71.07595728848801 42.37084263451973, -71.07582925253277 42.37094105912605, -71.07578935552925 42.37097477395445, -71.07567235886839 42.37109900601387))",East St,,,1,0,,,153.170380559
203.31864989271,"MULTILINESTRING ((-71.07567235886839 42.37109900601387, -71.07560541810643 42.37117010515556, -71.07532463190739 42.371459310270176, -71.07523916925138 42.37155509241965))",East St,,,1,0,,,203.318649885
182.14324472241,"MULTILINESTRING ((-71.07523916925138 42.37155509241965, -71.0748766312007 42.371976451278535))",East St,,,5,0,,,182.143244728
1384.0183896081,"MULTILINESTRING ((-71.1571954839648 42.39091768180906, -71.15728854867118 42.39104714920346, -71.15748929861147 42.39170977790792, -71.15752586775429 42.39183372599328, -71.1578543533726 42.392883398844205, -71.15792536145167 42.39308765788553, -71.15804576487034 42.3934952060409, -71.15806231446382 42.39354961494215, -71.15808946801899 42.39363522780814, -71.15824664621304 42.394136429766455, -71.15839474088337 42.39460485162332))",Blanchard Rd,,,6,0,,,1384.0183896
1034.64688344245,"MULTILINESTRING ((-71.14482715005187 42.39468765955326, -71.14486724098435 42.3946884127052, -71.14506552155461 42.39470150991351, -71.14522165600886 42.39472427312593, -71.1454894648904 42.39476963451159, -71.1465293973083 42.394955505346125, -71.14828503938182 42.39527005743222, -71.14855274874418 42.39533412581803))",Cambridgepark Dr,,,0,1,,,1034.64688344
676.6498192734,"MULTILINESTRING ((-71.14232411985003 42.394619974799554, -71.14239260590429 42.39462018765214, -71.1425500868113 42.39462067694341, -71.14303322181101 42.39463641834325, -71.14392743352433 42.39465790326699, -71.14452832007295 42.39468204277274, -71.14482715005187 42.39468765955326))",Cambridgepark Dr,,,1,0,,,676.649819284
3169.86559826741,"MULTILINESTRING ((-71.14633454780248 42.39884232562791, -71.14673805604981 42.397842067959246, -71.14777420785241 42.397852378559975, -71.14833811073181 42.39783538869947, -71.14871327090641 42.39781249661484, -71.14906315513892 42.39780107869379, -71.14958001777083 42.39780800463354, -71.15104414644244 42.39781780457574, -71.1520659463096 42.397819114841745, -71.1526116392754 42.39782789796153, -71.15279303773458 42.397849821577246, -71.15295391735204 42.397886830198686, -71.15303312218367 42.397911134372166, -71.15310870678631 42.397940751039826, -71.15324054872676 42.39800708796555, -71.15330525479283 42.39804915716081, -71.15335673160722 42.3980867411056, -71.15341413767968 42.39813680088156, -71.15345717658549 42.39818058836583, -71.15353716428594 42.39828507575097, -71.15357289618768 42.39834489389573, -71.15360262101521 42.39840645014006, -71.15364634207191 42.39854202814246, -71.1536684085623 42.39868374251353, -71.15369582045649 42.399606896513696, -71.1537116330121 42.39978871004803, -71.15375412835607 42.40015505896139, -71.1537700486684 42.40031725282431, -71.15384159317185 42.40070030770464))",Acorn Pk,,,1,0,,,3169.86559827
939.57775587665,"MULTILINESTRING ((-71.14354745284913 42.39760245087927, -71.14370081063745 42.397634605903036, -71.1437528130091 42.39760741897172, -71.14379583218732 42.397587135519885, -71.14384673971841 42.397558975305614, -71.14389606757672 42.39752636995835, -71.14393866174522 42.39749587125464, -71.1439827354234 42.397478550286245, -71.14402218239562 42.3974692627846, -71.14408393374772 42.397459579481215, -71.14413811377892 42.397461673021105, -71.14418892538855 42.39745729473118, -71.14425141199303 42.397446675487906, -71.14430285094717 42.39743504535204, -71.1443581812262 42.3974163184046, -71.14441266593683 42.397392211329546, -71.14446841437409 42.39736865008364, -71.14453184524238 42.39735467728461, -71.14459938329708 42.397346240401276, -71.14466629169831 42.39734505526917, -71.14473236251972 42.39735353944493, -71.14479043945747 42.39736358531445, -71.14487786797157 42.39737502773357, -71.14496098132742 42.3973833517046, -71.14502967971664 42.39738419390828, -71.14511868225448 42.39738503094375, -71.1452035798382 42.397380331988636, -71.14529047530112 42.397375242956265, -71.14537495353352 42.397375379834585, -71.14544270641713 42.39737957434132, -71.1455264552506 42.39739569554688, -71.14561262720095 42.39742164100574, -71.1456893336386 42.39745101990973, -71.14574973291644 42.39747962310481, -71.14580518981154 42.397512360579604, -71.14587359019723 42.3975544513482, -71.14594325330248 42.39759708791099, -71.14601470650085 42.39764175110425, -71.14607973737385 42.39767737085237, -71.14614318968219 42.397708546345164, -71.14621863292382 42.39773737905772, -71.1462960764461 42.397765821695735, -71.14636888641732 42.397787247561304, -71.14644874720827 42.39781046495723, -71.14653943833378 42.397822061911356, -71.14665904579428 42.397834109455374, -71.14673805604981 42.397842067959246))",Discovery Park/Alewife Connection,,Rough location estimate,5,0,,,939.577755868
733.93182443396,"MULTILINESTRING ((-71.1031200666066 42.358169077457056, -71.10271785255672 42.358553917738725, -71.10265258472003 42.35861304679757, -71.10258133922883 42.35866957572339, -71.102438492428 42.3587626552791, -71.10107257094354 42.359464142848786))",,,,5,0,,,733.931824444
231.94979363042,"MULTILINESTRING ((-71.09322797440288 42.36748011980163, -71.0933389558535 42.367571368724086, -71.09370304405637 42.367870635024744, -71.09380291041401 42.367952706438395))",Hampshire St,St,,1,0,,,231.949793629
230.32492429205,"MULTILINESTRING ((-71.09380291041401 42.367952706438395, -71.09389198864287 42.36802637023093, -71.09420277086781 42.368283270181195, -71.09437202174851 42.36842318407982))",Hampshire St,St,,1,0,,,230.324924293
2031.35508415437,"MULTILINESTRING ((-71.07693438049073 42.37063595343746, -71.0770718467706 42.37002343126308, -71.07709166589255 42.36993174205762, -71.07711514133788 42.36983559343687, -71.07716709909808 42.36961392546922, -71.07722771863823 42.36935307637969, -71.07724997251292 42.36925692323049, -71.07727102420452 42.36916345485702, -71.07737995012602 42.368689842433135, -71.07740467425548 42.36858390194478, -71.07743190015059 42.36846905237309, -71.07753828025338 42.36801057771536, -71.07756298002752 42.36790820439631, -71.07758899008768 42.36779247220031, -71.07769535142086 42.36734200998821, -71.0777213371906 42.36722984496761, -71.07775221535742 42.36709986136047, -71.07784751968859 42.366686787647815, -71.07787840905104 42.36655504782067, -71.07790567477939 42.366433969167794, -71.07801201836887 42.36597993916782, -71.07803434256304 42.36587843509747, -71.07806026633219 42.36576983704899, -71.07815675675826 42.36535586177442, -71.07820624843879 42.36514222426144))",First St,St,,1,0,,,2031.35508415
263.06764193097,"MULTILINESTRING ((-71.07637436262148 42.36473017678358, -71.07717639112843 42.36513925159971))",Front Park,,,5,0,,,263.067641923
263.8047332501,"MULTILINESTRING ((-71.07600399013705 42.36511661378285, -71.07680826836503 42.36552683735164))",Front Park,,,5,0,,,263.804733242
732.46786827011,"MULTILINESTRING ((-71.08941036337555 42.36478682268331, -71.08934061302844 42.36504901770515, -71.08916697168443 42.36570212028838, -71.0891135028371 42.36582159870318, -71.08907140461973 42.365888156936094, -71.08902244254902 42.36595180934194, -71.08894080865176 42.36603787387886, -71.08884497486564 42.366116752985754, -71.08873739744604 42.366186287585585, -71.0886203682541 42.36624684257354, -71.08849512125846 42.366296446597005, -71.08835959291825 42.366333775085074, -71.0881378054154 42.366371617795))",Western Connector,Connector,,1,0,,,732.467868271
770.9324469519,"MULTILINESTRING ((-71.08996331681219 42.36271152446173, -71.0898779007989 42.36300511126115, -71.08957295381381 42.36417088994513, -71.08949454280044 42.36446782171367, -71.08941036337555 42.36478682268331))",Western Connector,Connector,,1,0,,,770.932446952
2976.45624074065,"MULTILINESTRING ((-71.0881378054154 42.366371617795, -71.08788601066912 42.36638059459056, -71.08736913108667 42.36631431042234, -71.08607170440342 42.36615087603413, -71.08595505675115 42.36613580278922, -71.08469441671566 42.36597267733631, -71.0844553552436 42.365941766194226, -71.08428724296908 42.36592008415697, -71.0826399932839 42.36570754416523, -71.08240888227554 42.36567772780189, -71.08210999881501 42.36563967947823, -71.08008696166577 42.365382188308274, -71.07986468655984 42.36535390832604, -71.0796716940709 42.365329247356094, -71.078441130275 42.36517198058542, -71.078205732605 42.365141893079716, -71.0779336276032 42.36510634687361, -71.07761164963028 42.36506425060551, -71.07728164924552 42.36502113607969))",Binney St,St,,1,0,,,2976.45624075
581.70422585654,"MULTILINESTRING ((-71.07116474823988 42.369238735596795, -71.07112443858908 42.369275622705, -71.07106489539076 42.369300559630446, -71.07100828022195 42.36931083089132, -71.07095451969472 42.36931692032856, -71.07089796022686 42.369318805998084, -71.07084145881515 42.36931230525406, -71.07078214310917 42.36930369733012, -71.07073417960885 42.36928884264723, -71.07066645411946 42.369269720882755, -71.07061566329708 42.369254855597156, -71.07055917504448 42.369246258970016, -71.07049696203504 42.36924812333489, -71.07044321575664 42.369252115078254, -71.07037247788922 42.36926023749187, -71.07031581991444 42.36927679820446, -71.07026762863883 42.369295487171584, -71.07021378257959 42.369314154989866, -71.07017127449825 42.3693286718501, -71.07012314013886 42.36933897436675, -71.07007229238339 42.36933249523112, -71.07001293400337 42.369330176702825, -71.06995927314911 42.36932158949296, -71.06990564197365 42.36930880992506, -71.06984367011607 42.36927503349119, -71.06979297930073 42.369245492517756, -71.0697648790007 42.369220228464435, -71.06973400723861 42.3691865682914, -71.06970053634466 42.369119353688404, -71.0696697086162 42.369079403709165, -71.06963321077406 42.369041529157414, -71.06959671413203 42.36900365459808, -71.06954602364951 42.36897411351406, -71.06949531894979 42.36894666814749, -71.06943342017861 42.368902409363855, -71.06939892205756 42.36885144951427))",North Point Park,,,5,0,,,581.704225854
907.80937570038,"MULTILINESTRING ((-71.07140760303307 42.36962889827136, -71.07133403747586 42.36963701074058, -71.07129167153832 42.369630562897015, -71.07125498765481 42.369619943773834, -71.07077316301884 42.3693770431613, -71.0707308399952 42.369364306175825, -71.07069415751661 42.36935368687742, -71.07065456112885 42.36935563573693, -71.07058666479273 42.36936167138058, -71.0705299925471 42.36938032879573, -71.06996306059884 42.36959625202391, -71.06990927122064 42.36960653330926, -71.06986402102542 42.3696084607571, -71.06980467781065 42.36960404552851, -71.06974540475291 42.36958914813621, -71.0697030960579 42.369574314175914, -71.06965521819097 42.36954688031794, -71.06959888674547 42.36951522064979, -71.06949754897327 42.36944984868034, -71.06946384985936 42.36941617785456, -71.06943581981474 42.36938043158838, -71.06941638611681 42.36932794514606, -71.06940536321721 42.36928597258208, -71.06939709518191 42.36925449358365, -71.06938030337429 42.3692292717692, -71.06936072702625 42.3691977504322, -71.06932976984083 42.36917666887742, -71.06930166859416 42.369151405563684, -71.06925370555709 42.36913655026299, -71.06920291517946 42.36912168349559, -71.06914637011596 42.36912147170655, -71.06908981192532 42.369123356491464, -71.06904166325478 42.369135756010905, -71.06895373367952 42.36917735698186, -71.06884578371184 42.36925242840073, -71.06878606812168 42.3693025215991, -71.06870227677267 42.36936738627621))",North Point Park,,,5,0,,,907.809375703
25.98824713819,"MULTILINESTRING ((-71.07069415751661 42.36935368687742, -71.07073417960885 42.36928884264723))",North Point Park,,,5,0,,,25.9882471333
105.06937702219,"MULTILINESTRING ((-71.07140760303307 42.36962889827136, -71.07145303785691 42.36959971616437, -71.07149291729014 42.36955583679123, -71.07152715724837 42.369509840604145, -71.07153028288644 42.36946582430306, -71.07151640160824 42.36942803545903, -71.07147665115666 42.36938154497016))",North Point Park,,,5,0,,,105.069377024
